text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail
Looks so good,1,1,2026-04-19T01:32:56.000Z,olawunmi_ugc,https://www.tiktok.com/@shevycake/video/7630269783480618253,7378032916108887072,7630276854252208918,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bda419d49be818691988077005624da3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=237f4093&x-expires=1778140800&x-signature=x6OVdAExYOjc3UwJkFPVqQRvKvw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Your skin??? It’s amazing 😍😍,1,1,2026-04-23T17:05:43.000Z,debywhyte1,https://www.tiktok.com/@shevycake/video/7630269783480618253,6824546944658129925,7632001957892981521,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fcca5242057a20dd2c5015b572801b35~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=57802d63&x-expires=1778140800&x-signature=ZJhQnyFiDM%2FmS185eHkFLcWnc3E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Instant hydration boost 🥰,1,0,2026-04-21T13:09:44.000Z,ugcnatali,https://www.tiktok.com/@shevycake/video/7630269783480618253,7326617951041176581,7631198982006817553,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e4fa05d26f3b7c68642d3b1b70a16bc2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=23935cde&x-expires=1778140800&x-signature=g6Ak4pcz5wLFybKJ83htiZ17rvU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Wow!! This looks amazing 😍😍,0,0,2026-04-20T23:52:21.000Z,unboxwith_ke,https://www.tiktok.com/@shevycake/video/7630269783480618253,7264612508429763616,7630993208214946582,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6431c7a21a608a6231c63c03d17fa43f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d05fac1e&x-expires=1778140800&x-signature=RXeEOVyEKlfohC9%2BYb46m03oT6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
your skin looks gorgeous,0,0,2026-04-20T22:08:12.000Z,k_slimzy,https://www.tiktok.com/@shevycake/video/7630269783480618253,6811816343799120902,7630966616699699990,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/df94c3dd014894e6d4daa37168ce19bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9afdd29d&x-expires=1778140800&x-signature=kNdU%2B1Ej77Sqj8GZbUgsyevHH6k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
So hydrating,0,0,2026-04-20T22:04:03.000Z,shilehzkhan,https://www.tiktok.com/@shevycake/video/7630269783480618253,7480174414501168161,7630965500789965590,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f31bbeea9ae42ff66fdde03ec6f4d8c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bacec6a3&x-expires=1778140800&x-signature=ceG%2BAge5GCTGVMoRgZ%2BX%2FHVaVTQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Todo es súper cute 💕,0,0,2026-04-20T21:48:47.000Z,yoligarciac,https://www.tiktok.com/@shevycake/video/7630269783480618253,6792048389770937349,7630961610740007687,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d0934b5cda689de4d8ecb7acd94f32f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ca102bc4&x-expires=1778140800&x-signature=69ffJDGf66S2pcNdGLY80VxdkWo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Your skin looks like glass,0,0,2026-04-20T14:59:58.000Z,barespice,https://www.tiktok.com/@shevycake/video/7630269783480618253,7467966464915932193,7630856284971844374,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a5d956146d6dd0860d1284abe6f802a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9c0232b&x-expires=1778140800&x-signature=AcS36I5AGPeV40%2Bi%2FRnV7fR%2BCJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
the glow 😍✨,0,0,2026-04-20T14:38:24.000Z,nerissapark,https://www.tiktok.com/@shevycake/video/7630269783480618253,6918596524072354818,7630850755653944085,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b233cb8053aad91508b3755137b0427b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2cb8f0b6&x-expires=1778140800&x-signature=MRL8h17GPPdydof2Tl71%2F7Z5HKM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
I want that set too. The lip masks are so cute.,0,0,2026-04-20T13:21:03.000Z,rebelkushie,https://www.tiktok.com/@shevycake/video/7630269783480618253,7254256541384442886,7630830782743790358,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1e5c817a6b919d19647505ce15614f32~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eb64dc1f&x-expires=1778140800&x-signature=%2B9Bfjf0XOcVTSgLf3%2BJqfi6NY4s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Obsessed with this mask,0,0,2026-04-20T13:08:04.000Z,mara_hunt88,https://www.tiktok.com/@shevycake/video/7630269783480618253,6867958722368783365,7630827464474247937,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b4571d860a919a43ecc1216d29fdfb6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b28db6fe&x-expires=1778140800&x-signature=EripOpjVUnxmYHeFgC0kNgW6Eyw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Love the glow,0,0,2026-04-20T11:34:09.000Z,pramilathapa574,https://www.tiktok.com/@shevycake/video/7630269783480618253,7207783711684625410,7630803246147879697,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/358259fa60a357058b1b6add0f6e00c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0b57c2b&x-expires=1778140800&x-signature=8HglR3Lg1Eu%2B9Kwc5xvIilNOzzg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
The mask looks so cool,0,0,2026-04-19T21:16:40.000Z,missxbubbletea,https://www.tiktok.com/@shevycake/video/7630269783480618253,6777883297382777862,7630582297661735696,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cbcaacdc692bfd85a1fad719cfb7f5cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b873bcf&x-expires=1778140800&x-signature=JyMlSqPqVqnXg7oBqJHWf1DaIAM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
looks very good 😍😍😍,1,1,2026-04-14T21:50:31.000Z,malina.polecajki1989,https://www.tiktok.com/@tunicanadienne.ugc/video/7628713072395439382,7422917484019221536,7628735553082950402,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/01141a3f579f85283bab4eb5035ceb9f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bcee56b9&x-expires=1778140800&x-signature=YARWV8xZu88jQxVtnr4ZLHgSbO4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
So gorgeous,1,0,2026-04-16T06:44:45.000Z,jaceface4444,https://www.tiktok.com/@tunicanadienne.ugc/video/7628713072395439382,7434636368003367982,7629244075732878110,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/3e8c7a49de15541153e8bdb25e717e3e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=11bf09d1&x-expires=1778140800&x-signature=d4Bs0Sv7P24irSGM6uOZvYlDV9M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Love this one❤️,1,0,2026-04-15T03:56:17.000Z,bybonniemaison,https://www.tiktok.com/@tunicanadienne.ugc/video/7628713072395439382,7591914161497949191,7628829839122252562,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a29aa141e066db0b3d94cde79d8e1a09~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a31d154f&x-expires=1778140800&x-signature=%2FYjlioZZ1AXHkvDqijYC09R1G40%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Nice mask,1,0,2026-04-15T07:55:10.000Z,imsyneathita2,https://www.tiktok.com/@tunicanadienne.ugc/video/7628713072395439382,7422623835130889223,7628891414717448981,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1b98c0eff9e3df54a3d6944578fcec4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1b9ee2c0&x-expires=1778140800&x-signature=KxWfAwJ93Nh%2FQasjLejQJmCgchg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Ooo amazing 💕💕,1,0,2026-04-15T18:53:34.000Z,life_onloop,https://www.tiktok.com/@tunicanadienne.ugc/video/7628713072395439382,7174265310206854190,7629060992295830303,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/75c3c91509d4aa51c3a74ed30c389375~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d31033a2&x-expires=1778140800&x-signature=SCQW%2F2wjOAFQ%2B%2BihrUkDZDC0N3s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Love it 💕💕,1,1,2026-04-15T00:50:59.000Z,ingsxg,https://www.tiktok.com/@tunicanadienne.ugc/video/7628713072395439382,7410755862933177387,7628782047334925086,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/854abc0800ff2c627418da3f909c42d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5fa5c86d&x-expires=1778140800&x-signature=i5fHSyeSjOoizFD5aoS7CUilPDU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Wow amazing glow,0,0,2026-04-20T00:53:07.000Z,l_torres,https://www.tiktok.com/@shevycake/video/7630269783480618253,81199730248081408,7630638045033792287,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/7e0438ab82c3b812b8612ea0823a7377~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=233a1e25&x-expires=1778140800&x-signature=6sEx%2F50gvnhuALi57Xi1optAZf4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Ooh congratulations 🍾,0,0,2026-04-20T05:52:25.000Z,daberespace,https://www.tiktok.com/@shevycake/video/7630269783480618253,7575486986694788097,7630715186530370311,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1cfca08c702bbf8653a454482792bfe2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48415be7&x-expires=1778140800&x-signature=9NpmWJYJaVLVjj0IQHEnJLtvgc8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Glowing skin,0,0,2026-04-20T03:28:39.000Z,teddievic,https://www.tiktok.com/@shevycake/video/7630269783480618253,6809371755653743622,7630678137911477000,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c82a445fcd3189850ed0081bcbc90b4f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5db7ab3c&x-expires=1778140800&x-signature=zlcHqzJKChPgbg3ZF8B4mScbM%2BE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
that's so cool🥰,0,0,2026-04-20T03:39:22.000Z,ireneemejaresbesi,https://www.tiktok.com/@shevycake/video/7630269783480618253,95898328965472256,7630680888104600328,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/78016d894f3e8cc686e377e74d0336e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aa83649b&x-expires=1778140800&x-signature=GSMVqYtg9v2Z47mxj%2Fbzesfrb%2BI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Such a good mask,0,0,2026-04-20T00:10:46.000Z,couchboundrealitytv,https://www.tiktok.com/@shevycake/video/7630269783480618253,7328470404870898694,7630627104820806418,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/68dc9eea45c4b34d2a0bc40132e946e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a47ef9b&x-expires=1778140800&x-signature=OC6vl7DfMZwE0O1t1zWSRTahOfM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
The glow is insane,0,0,2026-04-20T00:07:37.000Z,rocecil,https://www.tiktok.com/@shevycake/video/7630269783480618253,6799993315136865282,7630626278513525524,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8930022cf7157b4b1821aa790ecfb589~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4dce7d46&x-expires=1778140800&x-signature=mYCh%2BUmzs2zuxpz2xzTJiEZQUi8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
I love this mask 💚,0,0,2026-04-19T23:36:04.000Z,selinophile23,https://www.tiktok.com/@shevycake/video/7630269783480618253,285144564892647424,7630618140439560981,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b963dcd5dccabf7e0ad0f45ee249c414~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1163005a&x-expires=1778140800&x-signature=Nb9Wt59kQb3%2B4sthmyJC5W4i%2F4E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Your skin looks so good,0,0,2026-04-19T21:39:47.000Z,ashabieats_,https://www.tiktok.com/@shevycake/video/7630269783480618253,6807479464458126342,7630588198822314760,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f7e8af1cb4d8cc88ab2e8ebc914f2b4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=947910a7&x-expires=1778140800&x-signature=e3Uqhvry2DBjEPepQzZ130MZD70%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
#kocostar #amsundaymask #glassskin #crystalskin #glowroutine #glutathionmask  #collagenmask #lipmask #glowroutine #kbeauty,0,0,2026-04-18T16:07:56.000Z,cmv.beautyfaves,https://www.tiktok.com/@cmv.beautyfaves/video/7629741134704545042,6813749871377875974,7630131667949224711,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f32b7a6b00e6796b97d66731ed562402~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4f21dc6f&x-expires=1778140800&x-signature=9OoiCcEKd16D3Dfb3fSQeEbSVKo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
The hydration 🥺it’s a must have in my routine,0,0,2026-04-20T06:05:52.000Z,sarahskincarediary,https://www.tiktok.com/@shevycake/video/7630269783480618253,7601932124173681671,7630718673757799186,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bfa687c2f10534efa8c46ea5dabe136b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fb86930d&x-expires=1778140800&x-signature=XcGR%2B7nVhvaaF6O8lkfEc2QxVHM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my3
Your skin is super clear and hydrated 🤗,0,0,2026-04-20T08:06:04.000Z,ms.bolu,https://www.tiktok.com/@shevycake/video/7630269783480618253,7320431351672456234,7630749324985156382,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/c2f43ef61cd4fe167855b13f81b12737~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4ad6ed16&x-expires=1778140800&x-signature=%2FdFkPLjCtG1W1Hb2gxK7CyOYSsg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my3
Omg I really want to try it🥰,1,0,2026-05-01T21:02:46.000Z,ve.beautyy,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6930760906083681285,7635031705598133008,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d9d04c4ebb871cd9aed9ca2790963c06~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=33e0486d&x-expires=1778140800&x-signature=ysLK7k%2BOvXJpUm5e6P3KkMRcUXI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
OUU WE LOVE A GOOD MASK so satisfying 🤩,1,0,2026-04-28T01:08:49.000Z,cynthiacruzn,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6806113605001544710,7633610751667831566,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/326781ff842249d2423a9a4d25e771aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e566ded6&x-expires=1778140800&x-signature=YGJBFHyhzRK8R8Ky%2FpyrQoel8GY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
The kind of Sundays I like,1,0,2026-04-27T12:37:46.000Z,paolachirinos8,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6782373437056369669,7633417161159033613,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b4b0c7b0ba9e2e72d001bdf2a916ba8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ee10a449&x-expires=1778140800&x-signature=4iJquFpyVlZfd4lLH%2FiVbmHNAN0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Your skin looks so hydrated 🥰,1,0,2026-04-27T14:02:24.000Z,its_sahara__,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,7372704508885828654,7633438945300546317,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/30332f93f61a23fc645c3598fd8bac66~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=76a4fe9f&x-expires=1778140800&x-signature=4502qVDznaIIawYqMV2oCNqVUcg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
oooo look at that ✨GLOW✨😍,1,0,2026-04-29T16:24:59.000Z,sydni.lempka,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6837958236399551493,7634217866011034382,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/37d4db21f23c029335eea991bde43ad6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=894b811b&x-expires=1778140800&x-signature=eDdQ1naOaL7daHfFGzOFw%2BsBNTw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
I need tall of this! The lip masks seem to nice!,1,0,2026-04-27T12:21:36.000Z,heeeyitscristina,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6922859983761048582,7633412961969079053,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/71db27a22eaa46c0d482119b7ac83257~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=12b79d8e&x-expires=1778140800&x-signature=bqX1Dkaz%2ByCoWbb2JPjxaw40hD0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
This looks so hydrating,1,0,2026-04-30T01:34:07.000Z,yiselccollado,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6873915294056055813,7634359470253146910,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b04d3b7186089ce0d22f71273e2dcb80~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=87845ab2&x-expires=1778140800&x-signature=NKpbcFPpIpve8MKz50nLLCyvUdY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
The self care I need,1,0,2026-04-27T02:48:36.000Z,donnap89,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6810098761642656774,7633265325606732575,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a825dde621c25e9d5671ceee53ffcd86~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bf585335&x-expires=1778140800&x-signature=IH2hjZy0AK6xTkQSPF82PhoOVpg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
I love it 💗💗,1,0,2026-04-27T20:00:43.000Z,issdiana111,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6738238802403722245,7633531375123301150,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/69707f18748f5129165e9874aa64f7d3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abfdc563&x-expires=1778140800&x-signature=%2F5Wo4LWghQKBEK546nYF1vTRnPc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Flawless 😍 looks so hydrating ✨✨✨,1,0,2026-04-27T03:06:57.000Z,aleejlove,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6810551960543347718,7633269998887600910,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2b36cf57fb462210acd1f3bee0ab5169~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=05c85e35&x-expires=1778140800&x-signature=f6YvY2wYxjwsO9pzlJ7jR4Zg6GU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Loveeee me a good reset 😍,0,0,2026-04-29T12:19:00.000Z,momlifeinbows,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,2537452,7634154449795810078,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2ef90d80205d890a8e7c48df6786c206~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=978d5453&x-expires=1778140800&x-signature=fQgM0hbVQHBOpFoNcmNlFLu%2FzKk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Glass skin ✨🤩,1,0,2026-05-02T02:10:34.000Z,itssimplyvanessa,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6781946845860381702,7635111007731745550,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/301373de7ffed03d7c82d41fc64232f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=84e27e54&x-expires=1778140800&x-signature=mnLfectgwXbTkjcS8FEalmxqACo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
I love a good Sunday reset! 😍,1,0,2026-04-27T14:43:40.000Z,chanteltiedge,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6755940313683084293,7633449523021660942,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4df58a529ee84812eff534ccc69761d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6c2b3808&x-expires=1778140800&x-signature=YXUN7V7moEpbC%2Be%2BBgcpPXPGLDw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
That glow 😍😍😍,1,0,2026-04-27T02:00:53.000Z,emmiecas94,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6755702847570936837,7633253057892074254,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/366c3cb642b4ed9f0a2e03861be5b495~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fa39c0f1&x-expires=1778140800&x-signature=IBQMr%2FUHGXrOvz%2Brc6jCwTZRby0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🥰Wow,1,0,2026-04-27T03:11:05.000Z,sarinana9110,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,7128186853785830446,7633271185765565198,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3bce8b6bed7e40e5f4755066b0e641cc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bc944d07&x-expires=1778140800&x-signature=mtfsBUmMr8dNL%2FE8Ip7wt6TqmyU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Love the glow 😍,1,0,2026-04-27T16:44:32.000Z,andreaa__59,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,7242739462559056942,7633480751343420191,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4ea654c6afa1cb4774e27b850688e3f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80e6add5&x-expires=1778140800&x-signature=6nsY7JMSmbNuOmXuLQwsSxH1HLg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Love this bestie 😍😍,1,0,2026-04-27T02:03:06.000Z,mawiax,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6612323808978862085,7633253695693849358,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/950b0969caee538d7abe81943b331296~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72c3e95a&x-expires=1778140800&x-signature=qS%2BmZq4OQzbLLudlwOnVDWQNbLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Love it 😍✨✨✨,1,0,2026-04-27T08:08:24.000Z,_abbytobi,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6814144345710085125,7633347043444851486,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d21b0871c6bfc53025dc902ad52a2471~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f6689b20&x-expires=1778140800&x-signature=4gpKRJwUtMhQZGOvMqgNJgk4Q6g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
this pink reset I will need thank you very much 😩😩,0,0,2026-05-01T04:21:42.000Z,meliexrose,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6836471053176570886,7634773643881562893,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3e10bd13226cd0f503f3738e57120712~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f843e23e&x-expires=1778140800&x-signature=YXgiR5p7uAS%2FV3WnFTgWDTFco3I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😍😍😍,1,0,2026-04-29T13:38:52.000Z,laura_lopez0910,https://www.tiktok.com/@arlyaspiration/video/7633240072053067022,6807083903104402438,7634174990187922189,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b30f1e82ead28babc8c0a5478258f57e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7b0fd43b&x-expires=1778140800&x-signature=xLsX1XUMyc%2Fw4XSIF1Qelg4MW1c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
